key,value
5,950003518
7,821022225
6,891271371
/,940325342
2,1200327608
[,431447605
 ,3656227910
3,1097864934
.,1554682115
],425539896
0,3728341271
|,244351154
;,1083326317
=,671822844
~,168019817
',1528131966
1,1503213903
-,2000852076
",",1775252919
8,1111963108
4,967981955
9,1333404833
