key,value
s,2987070289
p,1472277341
b,1034550560
o,2755411716
h,1010919165
w,488132176
t,3888024148
e,5160814969
q,188636999
u,1410417897
y,644903089
r,2945566576
i,3028868537
d,1924583366
v,636707080
m,1407527032
z,181190652
j,199604103
n,2886142614
f,1360973315
l,2132251571
c,2240475825
x,735128060
a,3800652805
g,981508736
k,450455531
